DB	ID	ID_REPET	TE_LEN	FAMILY	CHR	START	END	STRAND	LEN_DIFF	INTERSECT	INTERACT	TYPE_INTERACT	NMERGE
REPET	ISO1_1330_LARD	.	651	LARD	X	1855864	1856515	-	-1	0	0	-	0
REPET	ISO1_1331_LARD	.	265	LARD	X	1920243	1920508	-	-1	0	0	-	0
BOTH	FBti0019540	ISO1_1332_Nomad	7514	Nomad	X	1930592	1938106	-	1	7514	1	N	0
BOTH	FBti0019541	ISO1_1333_Stalker2	7882	Stalker2	X	1954941	1962823	-	0	7882	1	N	0
REPET	ISO1_1334_INE-1	.	124	INE-1	X	1988303	1988427	+	-1	0	0	-	0
REPET	ISO1_1335_BS	.	114	BS	X	2004113	2004227	+	-1	0	0	-	0
BOTH	FBti0019542	ISO1_1336_FB4	1445	FB4	X	2132105	2133550	+	0	1445	1	N	0
REPET	ISO1_1337_LARD	.	419	LARD	X	2191159	2191578	+	-1	0	0	-	0
REPET	ISO1_1338_LARD	.	1348	LARD	X	2210389	2211737	+	-1	0	0	-	0
BOTH	FBti0019543	ISO1_1339_Tirant	8526	Tirant	X	2308848	2317374	-	13	8526	1	N	0
FLYBASE	FBti0063996	.	26	HB	X	2353768	2353794	-	-1	0	0	-	0
BOTH	FBti0019544	ISO1_1340_roo	8294	roo	X	2399893	2408187	+	0	8294	1	N	0
REPET	ISO1_1341_LARD	.	4704	LARD	X	2419893	2424597	+	-1	0	0	-	0
BOTH	FBti0063994	ISO1_1342_G5A	429	G5A	X	2426005	2426434	+	0	429	1	N	0
BOTH	FBti0019545	ISO1_1343_HMS-Beagle	7059	HMS-Beagle	X	2610440	2617499	-	10	7059	1	N	0
BOTH	FBti0019546	ISO1_1344_1360	1085	1360	X	2664442	2665527	-	3	1085	1	N	0
REPET	ISO1_1345_LARD	.	258	LARD	X	2679808	2680066	-	-1	0	0	-	0
REPET	ISO1_1346_LARD	.	1203	LARD	X	2768725	2769928	+	-1	0	0	-	0
REPET	ISO1_1347_LARD	.	729	LARD	X	2817799	2818528	-	-1	0	0	-	0
BOTH	FBti0019547	ISO1_1348_roo	8489	roo	X	2823843	2832332	-	0	8489	1	N	0
BOTH	FBti0019548	ISO1_1349_mdg1	7352	mdg1	X	2844955	2852307	-	0	7352	1	N	0
REPET	ISO1_1350_LARD	.	247	LARD	X	2889118	2889365	-	-1	0	0	-	0
REPET	ISO1_1351_LARD	.	608	LARD	X	2905652	2906260	-	-1	0	0	-	0
BOTH	FBti0019549	ISO1_1352_pogo	185	pogo	X	3058074	3058259	-	1	185	1	N	0
REPET	ISO1_1353_NOF	.	219	NOF	X	3070270	3070489	-	-1	0	0	-	0
BOTH	FBti0019550	ISO1_1354_FB4	3070	FB4	X	3070270	3073340	-	219	219	2	N	1
BOTH	FBti0019551	ISO1_1355_Transpac	5248	Transpac	X	3075689	3080937	+	6	5248	1	N	0
REPET	ISO1_1356_LARD	.	322	LARD	X	3095520	3095842	+	-1	0	0	-	0
BOTH	FBti0019552	ISO1_1357_Nomad	7607	Nomad	X	3178521	3186128	+	23	7607	1	N	0
BOTH	FBti0019553	ISO1_1358_roo	9090	roo	X	3218561	3227651	-	2	9090	1	N	0
REPET	ISO1_1359_LARD	.	407	LARD	X	3246826	3247233	+	-1	0	0	-	0
BOTH	FBti0059946	ISO1_1360_S-element	171	S-element	X	3404265	3404436	-	6	171	1	N	0
BOTH	FBti0019554	ISO1_1361_3S18	6126	3S18	X	3415073	3421199	-	4	6126	1	N	0
BOTH	FBti0059938	ISO1_1362_gypsy	140	gypsy	X	3428708	3428848	-	145	140	1	N	0
FLYBASE	FBti0059947	.	47	1360	X	3464213	3464260	+	-1	0	0	-	0
BOTH	FBti0019555	ISO1_1363_hopper	1345	hopper	X	3464262	3465607	-	0	1345	1	N	0
BOTH	FBti0019556	ISO1_1364_roo	9100	roo	X	3493147	3502247	-	0	9100	1	N	0
FLYBASE	FBti0059951	.	53	INE-1	X	3593910	3593963	+	-1	0	0	-	0
BOTH	FBti0019558	ISO1_1365_roo|ISO1_1366_roo	4708	roo	X	3597606	3602314	+	NA	NA	2	N	2
BOTH	FBti0019557	ISO1_1365_roo|ISO1_1366_roo	245	roo	X	3601942	3602187	+	NA	NA	2	N	2
BOTH	FBti0019560	ISO1_1365_roo|ISO1_1366_roo	747	roo	X	3606329	3607076	+	NA	NA	2	N	2
BOTH	FBti0059692	ISO1_1365_roo|ISO1_1366_roo	6520	roo	X	3606344	3612864	-	NA	NA	2	N	2
REPET	ISO1_1367_roo	.	5633	roo	X	3614082	3619715	-	-1	0	0	-	0
FLYBASE	FBti0059953	.	46	INE-1	X	3636517	3636563	-	-1	0	0	-	0
FLYBASE	FBti0059960	.	59	INE-1	X	3645123	3645182	-	-1	0	0	-	0
BOTH	FBti0059983	ISO1_1368_297	197	297	X	3662978	3663175	-	5	197	1	N	0
BOTH	FBti0059986	ISO1_1369_1360	107	1360	X	3703837	3703944	+	1	107	1	N	0
BOTH	FBti0019562	ISO1_1370_FB4	566	FB4	X	3726818	3727384	+	2771	565	1	N	0
BOTH	FBti0019629	ISO1_1370_FB4	3103	FB4	X	3727050	3730153	-	234	3103	1	N	0
BOTH	FBti0019563	ISO1_1371_17-6	7497	17-6	X	3753475	3760972	-	2	7497	1	N	0
FLYBASE	FBti0059961	.	43	INE-1	X	3765764	3765807	-	-1	0	0	-	0
FLYBASE	FBti0019564	.	188	mdg1	X	3785867	3786055	-	-1	177	1	Y	0
REPET	ISO1_1372_Kepler	.	270	Kepler	X	3785878	3786148	-	-1	0	0	-	0
REPET	ISO1_1373_Kepler	.	383	Kepler	X	3787185	3787568	-	-1	0	0	-	0
BOTH	FBti0060001	ISO1_1374_INE-1	138	INE-1	X	3794814	3794952	+	78	138	1	N	0
BOTH	FBti0060049	ISO1_1375_Invader1	415	Invader1	X	3796394	3796809	-	4	415	1	N	0
BOTH	FBti0060003	ISO1_1376_INE-1	138	INE-1	X	3803907	3804045	+	78	138	1	N	0
BOTH	FBti0019565	ISO1_1377_pogo	185	pogo	X	3842375	3842560	-	1	185	1	N	0
REPET	ISO1_1378_LARD	.	875	LARD	X	3857672	3858547	+	-1	0	0	-	0
FLYBASE	FBti0059998	.	86	BS2	X	3858562	3858648	-	-1	0	0	-	0
REPET	ISO1_1379_LARD	.	250	LARD	X	3870928	3871178	-	-1	0	0	-	0
BOTH	FBti0060050	ISO1_1380_gypsy8	273	gypsy8	X	3940027	3940300	+	2	273	1	N	0
BOTH	FBti0019566	ISO1_1381_412	7575	412	X	3986918	3994493	-	2	7575	1	N	0
REPET	ISO1_1382_LARD	.	727	LARD	X	4070691	4071418	-	-1	0	0	-	0
FLYBASE	FBti0060069	.	60	1360	X	4111110	4111170	+	-1	0	0	-	0
BOTH	FBti0060062	ISO1_1383_INE-1	399	INE-1	X	4128176	4128575	+	0	399	1	N	0
BOTH	FBti0019567	ISO1_1384_297	6977	297	X	4157947	4164924	+	6	6977	1	N	0
REPET	ISO1_1385_LARD	.	577	LARD	X	4177130	4177707	-	-1	0	0	-	0
REPET	ISO1_1386_LARD	.	565	LARD	X	4231062	4231627	-	-1	0	0	-	0
REPET	ISO1_1387_NewFam06	.	807	NewFam06	X	4244633	4245440	+	-1	0	0	-	0
BOTH	FBti0019568	ISO1_1388_Copia	5144	Copia	X	4284515	4289659	-	11	5144	1	N	0
REPET	ISO1_1389_LARD	.	386	LARD	X	4328632	4329018	+	-1	0	0	-	0
REPET	ISO1_1390_LARD	.	339	LARD	X	4382552	4382891	+	-1	0	0	-	0
REPET	ISO1_1391_gypsy11	.	210	gypsy11	X	4428958	4429168	+	-1	0	0	-	0
FLYBASE	FBti0060464	.	30	gypsy12	X	4468346	4468376	-	-1	0	0	-	0
FLYBASE	FBti0060463	.	52	Doc6	X	4473895	4473947	-	-1	0	0	-	0
REPET	ISO1_1392_LARD	.	633	LARD	X	4487001	4487634	-	-1	0	0	-	0
REPET	ISO1_1393_LARD	.	232	LARD	X	4585855	4586087	+	-1	0	0	-	0
REPET	ISO1_1394_accord2	.	102	accord2	X	4625637	4625739	-	-1	0	0	-	0
BOTH	FBti0060466	ISO1_1395_INE-1	274	INE-1	X	4631009	4631283	+	27	274	1	N	0
REPET	ISO1_1396_LARD	.	1082	LARD	X	4662678	4663760	+	-1	0	0	-	0
FLYBASE	FBti0060479	.	260	HMS-Beagle	X	4688368	4688628	+	-1	0	0	-	0
REPET	ISO1_1397_HMS-Beagle2	.	111	HMS-Beagle2	X	4692098	4692209	-	-1	0	0	-	0
BOTH	FBti0019569	ISO1_1398_jockey	266	jockey	X	4700466	4700732	-	15	251	1	N	0
REPET	ISO1_1399_LARD	.	807	LARD	X	4714086	4714893	-	-1	0	0	-	0
BOTH	FBti0019570	ISO1_1400_jockey	5017	jockey	X	4731885	4736902	-	11	5006	1	N	0
BOTH	FBti0019571	ISO1_1401_Stalker4	430	Stalker4	X	4763307	4763737	+	0	430	1	N	0
FLYBASE	FBti0019572	.	1193	roo	X	4789568	4790761	-	-1	0	0	-	0
BOTH	FBti0019573	ISO1_1402_jockey	349	jockey	X	4792452	4792801	-	2	338	1	N	0
FLYBASE	FBti0060490	.	71	INE-1	X	4800695	4800766	-	-1	0	0	-	0
REPET	ISO1_1403_INE-1	.	120	INE-1	X	4804125	4804245	-	-1	0	0	-	0
REPET	ISO1_1404_LARD	.	1048	LARD	X	4823646	4824694	-	-1	0	0	-	0
BOTH	FBti0019574	ISO1_1405_Stalker4	7313	Stalker4	X	4828023	4835336	-	1	7313	1	N	0
REPET	ISO1_1406_LARD	.	683	LARD	X	4871447	4872130	+	-1	0	0	-	0
REPET	ISO1_1407_LARD	.	622	LARD	X	4964501	4965123	-	-1	0	0	-	0
BOTH	FBti0059710	ISO1_1409_roo|ISO1_1408_roo	7155	roo	X	4990099	4997254	-	NA	NA	2	N	2
BOTH	FBti0019576	ISO1_1409_roo|ISO1_1408_roo	4723	roo	X	4991057	4995780	+	NA	NA	2	N	2
REPET	ISO1_1410_LARD	.	502	LARD	X	5007894	5008396	-	-1	0	0	-	0
REPET	ISO1_1411_LARD	.	357	LARD	X	5024257	5024614	+	-1	0	0	-	0
REPET	ISO1_1412_THARE	.	132	THARE	X	5089581	5089713	+	-1	0	0	-	0
BOTH	FBti0019578	ISO1_1413_gypsy1	7509	gypsy1	X	5096328	5103837	-	4	7509	1	N	0
BOTH	FBti0060537	ISO1_1414_INE-1	60	INE-1	X	5256545	5256605	-	134	54	1	N	0
REPET	ISO1_1415_LARD	.	446	LARD	X	5264791	5265237	-	-1	0	0	-	0
BOTH	FBti0019579	ISO1_1416_jockey	1172	jockey	X	5338782	5339954	-	16	1156	1	N	0
BOTH	FBti0019580	ISO1_1417_297	3046	297	X	5389817	5392863	-	6	3046	1	N	0
REPET	ISO1_1418_LARD	.	390	LARD	X	5460305	5460695	-	-1	0	0	-	0
BOTH	FBti0019581	ISO1_1419_I-element	3886	I-element	X	5481114	5485000	+	10	3886	1	N	0
REPET	ISO1_1420_LARD	.	13348	LARD	X	5490035	5503383	+	-1	0	0	-	0
REPET	ISO1_1421_LARD	.	2758	LARD	X	5521210	5523968	-	-1	0	0	-	0
BOTH	FBti0019582	ISO1_1422_412	3805	412	X	5524896	5528701	+	0	3805	1	N	0
REPET	ISO1_1423_accord	.	101	accord	X	5543675	5543776	+	-1	0	0	-	0
REPET	ISO1_1424_LARD	.	1278	LARD	X	5580045	5581323	-	-1	0	0	-	0
REPET	ISO1_1425_LARD	.	647	LARD	X	5644240	5644887	-	-1	0	0	-	0
REPET	ISO1_1426_LARD	.	487	LARD	X	5663522	5664009	-	-1	0	0	-	0
FLYBASE	FBti0061084	.	100	jockey	X	5672021	5672121	+	-1	0	0	-	0
FLYBASE	FBti0061086	.	37	INE-1	X	5712006	5712043	-	-1	0	0	-	0
REPET	ISO1_1427_LARD	.	806	LARD	X	5712045	5712851	+	-1	0	0	-	0
BOTH	FBti0019583	ISO1_1428_Doc	4720	Doc	X	5727438	5732158	+	3	4720	1	N	0
REPET	ISO1_1429_LARD	.	861	LARD	X	5775190	5776051	-	-1	0	0	-	0
REPET	ISO1_1430_LARD	.	661	LARD	X	5817480	5818141	+	-1	0	0	-	0
REPET	ISO1_1431_LARD	.	252	LARD	X	5846227	5846479	-	-1	0	0	-	0
REPET	ISO1_1432_LARD	.	762	LARD	X	5867029	5867791	+	-1	0	0	-	0
BOTH	FBti0061115	ISO1_1433_G5A	199	G5A	X	5873667	5873866	-	30	167	1	N	0
BOTH	FBti0019584	ISO1_1434_pogo	185	pogo	X	5883863	5884048	+	353	185	1	N	0
BOTH	FBti0019585	ISO1_1434_pogo	185	pogo	X	5884215	5884400	+	353	185	1	N	0
BOTH	FBti0019586	ISO1_1435_Copia	5146	Copia	X	5927149	5932295	-	2	5146	1	N	0
REPET	ISO1_1436_LARD	.	1179	LARD	X	5979365	5980544	+	-1	0	0	-	0
REPET	ISO1_1437_LARD	.	683	LARD	X	5993251	5993934	-	-1	0	0	-	0
REPET	ISO1_1438_LARD	.	1084	LARD	X	6023317	6024401	+	-1	0	0	-	0
REPET	ISO1_1439_LARD	.	204	LARD	X	6066475	6066679	+	-1	0	0	-	0
REPET	ISO1_1440_LARD	.	128	LARD	X	6165536	6165664	+	-1	0	0	-	0
BOTH	FBti0019587	ISO1_1441_Quasimodo	7375	Quasimodo	X	6171638	6179013	-	0	7375	1	N	0
REPET	ISO1_1442_LARD	.	1460	LARD	X	6206391	6207851	+	-1	0	0	-	0
BOTH	FBti0061146	ISO1_1443_Rt1b	570	Rt1b	X	6281180	6281750	+	124	510	1	N	0
FLYBASE	FBti0061151	.	184	Rt1a	X	6281751	6281935	+	-1	183	1	Y	0
REPET	ISO1_1444_LARD	.	711	LARD	X	6312716	6313427	+	-1	0	0	-	0
BOTH	FBti0019588	ISO1_1445_Tirant	2453	Tirant	X	6335265	6337718	+	16	2453	1	N	0
REPET	ISO1_1446_LARD	.	763	LARD	X	6351052	6351815	+	-1	0	0	-	0
REPET	ISO1_1447_LARD	.	2018	LARD	X	6383503	6385521	-	-1	0	0	-	0
REPET	ISO1_1448_NewFam14	.	811	NewFam14	X	6384083	6384894	-	-1	0	0	-	0
BOTH	FBti0019589	ISO1_1449_Doc	4696	Doc	X	6392926	6397622	+	5	4696	1	N	0
REPET	ISO1_1450_LARD	.	1913	LARD	X	6398904	6400817	+	-1	0	0	-	0
REPET	ISO1_1451_NewFam14	.	1118	NewFam14	X	6399119	6400237	-	-1	0	0	-	0
REPET	ISO1_1452_LARD	.	475	LARD	X	6418149	6418624	+	-1	0	0	-	0
REPET	ISO1_1453_NewFam14	.	811	NewFam14	X	6418760	6419571	+	-1	0	0	-	0
REPET	ISO1_1454_LARD	.	633	LARD	X	6419572	6420205	+	-1	0	0	-	0
BOTH	FBti0019590	ISO1_1455_Rt1b	5169	Rt1b	X	6430043	6435212	-	153	5016	2	N	1
REPET	ISO1_1456_Rt1a	.	150	Rt1a	X	6435095	6435245	-	-1	0	0	-	0
BOTH	FBti0019591	ISO1_1457_297	5700	297	X	6445358	6451058	-	5	5700	1	N	0
REPET	ISO1_1458_NewFam14	.	1119	NewFam14	X	6471390	6472509	-	-1	0	0	-	0
REPET	ISO1_1459_NewFam14	.	1120	NewFam14	X	6475960	6477080	-	-1	0	0	-	0
REPET	ISO1_1460_LARD	.	1881	LARD	X	6477632	6479513	+	-1	0	0	-	0
REPET	ISO1_1461_NewFam14	.	811	NewFam14	X	6478170	6478981	+	-1	0	0	-	0
REPET	ISO1_1462_LARD	.	301	LARD	X	6562375	6562676	-	-1	0	0	-	0
BOTH	FBti0019592	ISO1_1463_Tirant	8425	Tirant	X	6562873	6571298	-	11	8425	1	N	0
BOTH	FBti0019593	ISO1_1464_Burdock	2964	Burdock	X	6605531	6608495	-	9	2964	1	N	0
REPET	ISO1_1465_LARD	.	728	LARD	X	6714906	6715634	+	-1	0	0	-	0
BOTH	FBti0019594	ISO1_1466_transib4	423	transib4	X	6755780	6756203	+	0	423	1	N	0
BOTH	FBti0019595	ISO1_1467_1360|ISO1_1469_1360	1165	1360	X	6757291	6758456	+	NA	NA	3	Y	2
BOTH	FBti0061172	ISO1_1468_INE-1	520	INE-1	X	6757567	6758087	-	29	520	1	N	0
FLYBASE	FBti0061596	.	58	FB4	X	6770583	6770641	+	-1	0	0	-	0
REPET	ISO1_1470_LARD	.	235	LARD	X	6780386	6780621	+	-1	0	0	-	0
REPET	ISO1_1471_LARD	.	392	LARD	X	6840902	6841294	+	-1	0	0	-	0
BOTH	FBti0061605	ISO1_1472_INE-1	115	INE-1	X	6881170	6881285	+	193	115	1	N	0
REPET	ISO1_1473_LARD	.	458	LARD	X	6897100	6897558	-	-1	0	0	-	0
REPET	ISO1_1474_LARD	.	671	LARD	X	6926740	6927411	+	-1	0	0	-	0
BOTH	FBti0061613	ISO1_1475_G5A	157	G5A	X	6952116	6952273	-	0	157	1	N	0
REPET	ISO1_1476_LARD	.	4204	LARD	X	6953089	6957293	-	-1	0	0	-	0
BOTH	FBti0061617	ISO1_1477_INE-1	248	INE-1	X	7014817	7015065	-	136	248	1	N	0
REPET	ISO1_1478_LARD	.	1959	LARD	X	7017067	7019026	+	-1	0	0	-	0
BOTH	FBti0019596	ISO1_1479_Tabor	7332	Tabor	X	7023656	7030988	+	0	7332	1	N	0
REPET	ISO1_1480_LARD	.	313	LARD	X	7041996	7042309	-	-1	0	0	-	0
REPET	ISO1_1481_LARD	.	176	LARD	X	7074113	7074289	+	-1	0	0	-	0
REPET	ISO1_1482_LARD	.	1279	LARD	X	7116058	7117337	+	-1	0	0	-	0
BOTH	FBti0019597	ISO1_1483_roo	9100	roo	X	7125301	7134401	+	1	9100	1	N	0
REPET	ISO1_1484_LARD	.	547	LARD	X	7145242	7145789	-	-1	0	0	-	0
REPET	ISO1_1485_LARD	.	615	LARD	X	7187642	7188257	+	-1	0	0	-	0
REPET	ISO1_1486_LARD	.	674	LARD	X	7212802	7213476	-	-1	0	0	-	0
REPET	ISO1_1487_LARD	.	851	LARD	X	7242875	7243726	-	-1	0	0	-	0
REPET	ISO1_1488_LARD	.	429	LARD	X	7393242	7393671	+	-1	0	0	-	0
REPET	ISO1_1489_INE-1	.	148	INE-1	X	7421955	7422103	-	-1	0	0	-	0
REPET	ISO1_1490_LARD	.	668	LARD	X	7441696	7442364	-	-1	0	0	-	0
BOTH	FBti0019598	ISO1_1491_jockey	1432	jockey	X	7480844	7482276	-	14	1418	1	N	0
FLYBASE	FBti0061655	.	30	rooA	X	7505990	7506020	+	-1	0	0	-	0
BOTH	FBti0061646	ISO1_1492_INE-1	85	INE-1	X	7538025	7538110	-	29	85	1	N	0
REPET	ISO1_1493_TART-B	.	112	TART-B	X	7683016	7683128	-	-1	0	0	-	0
BOTH	FBti0019599	ISO1_1494_jockey	378	jockey	X	7702962	7703340	+	37	341	1	N	0
REPET	ISO1_1495_LARD	.	861	LARD	X	7753053	7753914	-	-1	0	0	-	0
BOTH	FBti0019600	ISO1_1496_jockey	232	jockey	X	7784300	7784532	-	17	213	1	N	0
REPET	ISO1_1497_LARD	.	639	LARD	X	7788714	7789353	+	-1	0	0	-	0
REPET	ISO1_1498_LARD	.	8880	LARD	X	7812801	7821681	+	-1	0	0	-	0
REPET	ISO1_1499_LARD	.	321	LARD	X	7844129	7844450	-	-1	0	0	-	0
BOTH	FBti0019601	ISO1_1500_hopper	1432	hopper	X	7845781	7847213	-	0	1432	1	N	0
REPET	ISO1_1501_LARD	.	357	LARD	X	7885033	7885390	-	-1	0	0	-	0
REPET	ISO1_1502_Kepler	.	158	Kepler	X	7968479	7968637	-	-1	0	0	-	0
REPET	ISO1_1503_LARD	.	770	LARD	X	7989656	7990426	+	-1	0	0	-	0
REPET	ISO1_1504_LARD	.	689	LARD	X	8000982	8001671	+	-1	0	0	-	0
REPET	ISO1_1505_mdg1	.	150	mdg1	X	8014160	8014310	-	-1	0	0	-	0
REPET	ISO1_1506_LARD	.	111	LARD	X	8019542	8019653	-	-1	0	0	-	0
REPET	ISO1_1507_LARD	.	836	LARD	X	8021543	8022379	+	-1	0	0	-	0
BOTH	FBti0019602	ISO1_1508_Doc6	4234	Doc6	X	8031495	8035729	-	17	4234	1	N	0
REPET	ISO1_1509_LARD	.	140	LARD	X	8129553	8129693	+	-1	0	0	-	0
REPET	ISO1_1510_LARD	.	340	LARD	X	8152464	8152804	+	-1	0	0	-	0
REPET	ISO1_1511_LARD	.	1046	LARD	X	8256227	8257273	+	-1	0	0	-	0
REPET	ISO1_1512_LARD	.	397	LARD	X	8267032	8267429	-	-1	0	0	-	0
BOTH	FBti0019603	ISO1_1513_H	2980	H	X	8293303	8296283	+	5	2980	1	N	0
REPET	ISO1_1514_LARD	.	304	LARD	X	8296509	8296813	-	-1	0	0	-	0
BOTH	FBti0062566	ISO1_1515_INE-1	291	INE-1	X	8312880	8313171	+	32	291	1	N	0
REPET	ISO1_1516_LARD	.	630	LARD	X	8317884	8318514	-	-1	0	0	-	0
REPET	ISO1_1517_LARD	.	739	LARD	X	8338787	8339526	+	-1	0	0	-	0
BOTH	FBti0019604	ISO1_1518_BS	330	BS	X	8364905	8365235	+	0	330	1	N	0
REPET	ISO1_1519_LARD	.	813	LARD	X	8369092	8369905	-	-1	0	0	-	0
REPET	ISO1_1520_LARD	.	681	LARD	X	8394147	8394828	+	-1	0	0	-	0
REPET	ISO1_1521_LARD	.	468	LARD	X	8442413	8442881	-	-1	0	0	-	0
BOTH	FBti0019605	ISO1_1522_HB	603	HB	X	8459839	8460442	-	7	603	1	N	0
REPET	ISO1_1523_LARD	.	768	LARD	X	8495465	8496233	+	-1	0	0	-	0
REPET	ISO1_1524_LARD	.	714	LARD	X	8530484	8531198	+	-1	0	0	-	0
REPET	ISO1_1525_Ivk	.	100	Ivk	X	8531800	8531900	+	-1	0	0	-	0
REPET	ISO1_1526_LARD	.	1101	LARD	X	8577376	8578477	+	-1	0	0	-	0
REPET	ISO1_1527_LARD	.	1933	LARD	X	8611678	8613611	-	-1	0	0	-	0
REPET	ISO1_1528_LARD	.	346	LARD	X	8629192	8629538	-	-1	0	0	-	0
FLYBASE	FBti0062657	.	30	transib2	X	8637429	8637459	+	-1	0	0	-	0
REPET	ISO1_1529_LARD	.	1008	LARD	X	8664482	8665490	+	-1	0	0	-	0
REPET	ISO1_1530_LARD	.	3591	LARD	X	8698963	8702554	-	-1	0	0	-	0
REPET	ISO1_1531_LARD	.	178	LARD	X	8724324	8724502	+	-1	0	0	-	0
REPET	ISO1_1532_LARD	.	959	LARD	X	8735060	8736019	-	-1	0	0	-	0
REPET	ISO1_1533_LARD	.	137	LARD	X	8745011	8745148	-	-1	0	0	-	0
REPET	ISO1_1534_INE-1	.	103	INE-1	X	8746960	8747063	-	-1	0	0	-	0
BOTH	FBti0062661	ISO1_1535_INE-1	105	INE-1	X	8747066	8747171	+	2	105	1	N	0
REPET	ISO1_1536_LARD	.	2678	LARD	X	8750331	8753009	+	-1	0	0	-	0
REPET	ISO1_1537_LARD	.	1074	LARD	X	8827131	8828205	+	-1	0	0	-	0
REPET	ISO1_1538_LARD	.	1057	LARD	X	8840242	8841299	-	-1	0	0	-	0
REPET	ISO1_1539_LARD	.	333	LARD	X	8851107	8851440	+	-1	0	0	-	0
REPET	ISO1_1540_LARD	.	702	LARD	X	8908958	8909660	+	-1	0	0	-	0
BOTH	FBti0019606	ISO1_1541_jockey	359	jockey	X	8922385	8922744	+	16	343	1	N	0
BOTH	FBti0059674	ISO1_1542_FB4	644	FB4	X	8927642	8928286	+	1563	644	1	N	0
BOTH	FBti0059687	ISO1_1542_FB4	1138	FB4	X	8928711	8929849	-	1069	1138	1	N	0
BOTH	FBti0019608	ISO1_1543_roo	7451	roo	X	8948814	8956265	+	0	7451	1	N	0
REPET	ISO1_1544_LARD	.	523	LARD	X	8959463	8959986	-	-1	0	0	-	0
REPET	ISO1_1545_LARD	.	779	LARD	X	8980092	8980871	-	-1	0	0	-	0
REPET	ISO1_1546_LARD	.	810	LARD	X	8989894	8990704	+	-1	0	0	-	0
REPET	ISO1_1547_LARD	.	1083	LARD	X	9005328	9006411	+	-1	0	0	-	0
REPET	ISO1_1548_LARD	.	783	LARD	X	9016756	9017539	-	-1	0	0	-	0
REPET	ISO1_1549_LARD	.	384	LARD	X	9033838	9034222	-	-1	0	0	-	0
REPET	ISO1_1550_LARD	.	639	LARD	X	9036848	9037487	+	-1	0	0	-	0
REPET	ISO1_1551_LARD	.	708	LARD	X	9072082	9072790	-	-1	0	0	-	0
REPET	ISO1_1552_LARD	.	637	LARD	X	9092891	9093528	-	-1	0	0	-	0
REPET	ISO1_1553_LARD	.	137	LARD	X	9106761	9106898	-	-1	0	0	-	0
REPET	ISO1_1554_LARD	.	1457	LARD	X	9137552	9139009	+	-1	0	0	-	0
BOTH	FBti0062761	ISO1_1555_INE-1	115	INE-1	X	9160251	9160366	+	32	115	1	N	0
REPET	ISO1_1556_LARD	.	693	LARD	X	9203860	9204553	+	-1	0	0	-	0
REPET	ISO1_1557_LARD	.	681	LARD	X	9235074	9235755	-	-1	0	0	-	0
REPET	ISO1_1558_LARD	.	1044	LARD	X	9296334	9297378	+	-1	0	0	-	0
REPET	ISO1_1559_LARD	.	1026	LARD	X	9313275	9314301	+	-1	0	0	-	0
REPET	ISO1_1560_BS	.	123	BS	X	9324509	9324632	+	-1	0	0	-	0
REPET	ISO1_1561_LARD	.	899	LARD	X	9374043	9374942	-	-1	0	0	-	0
REPET	ISO1_1562_LARD	.	614	LARD	X	9396764	9397378	-	-1	0	0	-	0
REPET	ISO1_1563_LARD	.	1057	LARD	X	9422612	9423669	+	-1	0	0	-	0
REPET	ISO1_1564_LARD	.	743	LARD	X	9461479	9462222	+	-1	0	0	-	0
BOTH	FBti0019609	ISO1_1565_jockey	1438	jockey	X	9508193	9509631	+	17	1421	1	N	0
REPET	ISO1_1566_LARD	.	1077	LARD	X	9515149	9516226	-	-1	0	0	-	0
REPET	ISO1_1567_LARD	.	918	LARD	X	9534533	9535451	+	-1	0	0	-	0
REPET	ISO1_1568_LARD	.	699	LARD	X	9556670	9557369	+	-1	0	0	-	0
BOTH	FBti0019610	ISO1_1569_mdg3	266	mdg3	X	9575846	9576112	+	0	266	1	N	0
REPET	ISO1_1570_LARD	.	684	LARD	X	9597413	9598097	+	-1	0	0	-	0
REPET	ISO1_1571_LARD	.	2926	LARD	X	9623296	9626222	-	-1	0	0	-	0
BOTH	FBti0063331	ISO1_1572_TART-B	485	TART-B	X	9678154	9678639	-	199	253	2	N	1
REPET	ISO1_1573_TART-C	.	710	TART-C	X	9678447	9679157	-	-1	0	0	-	0
FLYBASE	FBti0063327	.	421	TART-A	X	9678736	9679157	-	-1	421	1	Y	0
REPET	ISO1_1574_LARD	.	840	LARD	X	9710852	9711692	+	-1	0	0	-	0
REPET	ISO1_1575_LARD	.	1758	LARD	X	9725581	9727339	-	-1	0	0	-	0
REPET	ISO1_1576_LARD	.	719	LARD	X	9772075	9772794	+	-1	0	0	-	0
BOTH	FBti0019611	ISO1_1577_297	6994	297	X	9798578	9805572	-	6	6994	1	N	0
REPET	ISO1_1578_LARD	.	2057	LARD	X	9808509	9810566	-	-1	0	0	-	0
REPET	ISO1_1579_LARD	.	481	LARD	X	9840821	9841302	-	-1	0	0	-	0
REPET	ISO1_1580_LARD	.	576	LARD	X	9870022	9870598	-	-1	0	0	-	0
REPET	ISO1_1581_LARD	.	789	LARD	X	9880679	9881468	+	-1	0	0	-	0
REPET	ISO1_1582_Kepler	.	232	Kepler	X	9899817	9900049	+	-1	0	0	-	0
REPET	ISO1_1583_LARD	.	851	LARD	X	9904885	9905736	-	-1	0	0	-	0
